"RK",TIERS,"PLAYER NAME",TEAM,"FAN PTS","YDS","TDS","REC","YDS","TDS","ATT","YDS","TDS"
"493",15,"Bailey Zappe",NE,"6.3","102.7","0.6","0.0","0.0","0.0","1.1","4.4","0.0"
"494",15,"Danny Gray",SF,"0","0","0","0","0","0","0","0","0"
"495",15,"Jarrett Stidham",DEN,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"496",15,"Justin Shorter",BUF,"0","0","0","0","0","0","0","0","0"
"497",15,"Randy Bullock",NYG,"4.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"498",15,"River Cracraft",MIA,"2.5","0.0","0.0","1.0","12.9","0.1","0.0","0.0","0.0"
"499",15,"Andy Dalton",CAR,"7.9","120.3","0.7","0.0","0.0","0.0","1.0","4.0","0.0"
"500",15,"Brycen Hopkins",LAR,"0.4","0.0","0.0","0.3","2.6","0.0","0.0","0.0","0.0"
"501",15,"Tyler Kroft",MIA,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"502",15,"Alec Ingold",MIA,"1.0","0.0","0.0","0.7","6.4","0.0","0.1","0.0","0.0"
"503",15,"Connor Heyward",PIT,"1.9","0.0","0.0","1.5","11.6","0.0","0.1","0.0","0.0"
"504",15,"Dee Eskridge",SEA,"0.1","0.0","0.0","0.0","0.0","0.0","0.5","1.3","0.0"
"505",15,"Tre' McKitty",BUF,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"506",15,"Tyler Davis",FA,"0","0","0","0","0","0","0","0","0"
"507",15,"Derius Davis",LAC,"1.6","0.0","0.0","0.9","3.2","0.0","0.7","5.5","0.0"
"508",15,"Shi Smith",TEN,"0","0","0","0","0","0","0","0","0"
"509",15,"Brian Hoyer",LV,"2.3","77.0","0.0","0.0","0.0","0.0","1.0","-1.0","0.0"
"510",15,"Jack Stoll",PHI,"0.3","0.0","0.0","0.3","1.9","0.0","0.0","0.0","0.0"
"511",15,"Gary Brightwell",NYG,"2.3","0.0","0.0","1.3","11.8","0.0","2.3","4.8","0.0"
"512",15,"Drew Sample",CIN,"2.3","0.0","0.0","1.1","9.0","0.1","0.0","0.0","0.0"
"513",15,"Johnny Mundt",MIN,"0.6","0.0","0.0","0.5","3.7","0.0","0.0","0.0","0.0"
"514",15,"Trey Sermon",IND,"1.3","0.0","0.0","0.1","0.4","0.0","2.8","12.5","0.0"
"515",15,"Caleb Shudak",FA,"0","0","0","0","0","0","0","0","0"
"516",15,"Zack Kuntz",NYJ,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"517",15,"N'Keal Harry",MIN,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"518",15,"Carson Wentz",LAR,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"519",15,"Trevon Wesco",TEN,"0.2","0.0","0.0","0.1","1.5","0.0","0.0","0.0","0.0"
"520",15,"Byron Pringle",WAS,"1.6","0.0","0.0","1.1","12.4","0.0","0.0","0.0","0.0"
"521",15,"Charlie Kolar",BAL,"0.3","0.0","0.0","0.2","2.5","0.0","0.0","0.0","0.0"
"522",15,"Malik Heath",GB,"2.1","0.0","0.0","1.0","10.3","0.1","0.0","0.0","0.0"
"523",15,"Marcus Mariota",PHI,"0.6","8.0","0.0","0.0","0.0","0.0","1.0","3.0","0.0"
"524",15,"Demetric Felton Jr.",CIN,"0","0","0","0","0","0","0","0","0"
"525",15,"Quintin Morris",BUF,"0.8","0.0","0.0","0.2","2.2","0.1","0.0","0.0","0.0"
"526",15,"Denzel Mims",PIT,"0","0","0","0","0","0","0","0","0"
"527",15,"Nick Bawden",NYJ,"0.6","0.0","0.0","0.1","0.9","0.0","0.1","0.3","0.1"
"528",15,"Ray-Ray McCloud III",SF,"1.6","0.0","0.0","0.8","10.3","0.0","0.2","2.1","0.0"
"529",15,"Mitchell Wilcox",CIN,"0.7","0.0","0.0","0.6","3.7","0.0","0.0","0.0","0.0"
"530",15,"Blake Bell",KC,"0.5","0.0","0.0","0.2","1.4","0.1","0.0","0.0","0.0"
"531",15,"Luke Farrell",JAC,"1.5","0.0","0.0","0.9","10.6","0.0","0.0","0.0","0.0"
"532",15,"Sammy Watkins",FA,"0","0","0","0","0","0","0","0","0"
"533",15,"Davis Mills",HOU,"0.3","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"534",15,"Grant Calcaterra",PHI,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"535",15,"David Moore",TB,"3.9","0.0","0.0","0.8","19.8","0.3","0.0","0.0","0.0"
"536",15,"Dorian Thompson-Robinson",CLE,"3.5","62.0","0.1","0.0","0.0","0.0","1.9","10.0","0.0"
"537",15,"Tanner Conner",MIA,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"538",15,"O.J. Howard",FA,"0","0","0","0","0","0","0","0","0"
"539",15,"Tylan Wallace",BAL,"1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"540",15,"Stetson Bennett",LAR,"0","0","0","0","0","0","0","0","0"
"541",15,"Keith Kirkwood",NO,"1.0","0.0","0.0","0.4","3.1","0.1","0.0","0.0","0.0"
"542",15,"Andrew Ogletree",IND,"2.8","0.0","0.0","0.8","13.4","0.2","0.0","0.0","0.0"
"543",15,"Jesper Horsted",LV,"0.2","0.0","0.0","0.2","0.8","0.0","0.0","0.0","0.0"
"544",15,"C.J. Ham",MIN,"0.4","0.0","0.0","0.4","1.4","0.0","0.1","0.5","0.0"
"545",15,"Ronnie Bell",SF,"1.0","0.0","0.0","0.3","3.9","0.1","0.0","0.0","0.0"
"546",15,"Jody Fortson",KC,"0","0","0","0","0","0","0","0","0"
"547",15,"Caleb Huntley",FA,"0","0","0","0","0","0","0","0","0"
"548",15,"Tony Jones Jr.",ARI,"4.1","0.0","0.0","1.0","5.3","0.0","3.7","13.6","0.3"
"549",15,"Ihmir Smith-Marsette",CAR,"0.9","0.0","0.0","0.2","1.1","0.0","0.4","2.9","0.0"
"550",15,"Tiyon Evans",FA,"0","0","0","0","0","0","0","0","0"
"551",15,"Ross Dwelley",SF,"0.1","0.0","0.0","0.1","1.0","0.0","0.0","0.0","0.0"
"552",15,"Jalen Reagor",NE,"0.6","0.0","0.0","0.4","4.1","0.0","0.0","0.0","0.0"
"553",15,"Hendon Hooker",DET,"0","0","0","0","0","0","0","0","0"
"554",15,"Will Mallory",IND,"2.3","0.0","0.0","1.4","15.7","0.0","0.0","0.0","0.0"
"555",16,"MyCole Pruitt",ATL,"1.2","0.0","0.0","0.5","5.6","0.1","0.0","0.0","0.0"
"556",16,"Chris Manhertz",DEN,"0.2","0.0","0.0","0.1","1.1","0.0","0.0","0.0","0.0"
"557",16,"Cam Sims",CAR,"0","0","0","0","0","0","0","0","0"
"558",16,"Julian Hill",MIA,"0.3","0.0","0.0","0.3","3.1","0.0","0.0","0.0","0.0"
"559",16,"Snoop Conner",JAC,"0","0","0","0","0","0","0","0","0"
"560",16,"Scotty Washington",BAL,"0","0","0","0","0","0","0","0","0"
"561",16,"Davis Allen",LAR,"1.2","0.0","0.0","0.5","5.4","0.1","0.0","0.0","0.0"
"562",16,"Jake Bobo",SEA,"3.1","0.0","0.0","1.1","12.5","0.1","0.1","0.2","0.1"
"563",16,"Anthony Schwartz",MIA,"0","0","0","0","0","0","0","0","0"
"564",16,"Marcedes Lewis",CHI,"0.3","0.0","0.0","0.2","2.0","0.0","0.0","0.0","0.0"
"565",16,"Teddy Bridgewater",DET,"-0.2","0.0","0.0","0.0","0.0","0.0","2.0","-2.0","0.0"
"566",16,"Elijah Cooks",JAC,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"567",16,"Tyler Davis",GB,"0","0","0","0","0","0","0","0","0"
"568",16,"Patrick Ricard",BAL,"0.5","0.0","0.0","0.3","3.4","0.0","0.0","0.0","0.0"
"569",16,"Giovanni Ricci",CAR,"0.1","0.0","0.0","0.2","0.3","0.0","0.0","0.0","0.0"
"570",16,"Jakob Johnson",LV,"0.2","0.0","0.0","0.1","1.2","0.0","0.0","0.0","0.0"
"571",16,"Matt Corral",FA,"0","0","0","0","0","0","0","0","0"
"572",16,"Tyrod Taylor",NYG,"5.2","74.0","0.3","0.0","0.0","0.0","2.8","12.3","0.0"
"573",16,"Sean Clifford",GB,"0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"574",16,"Shane Zylstra",DET,"0","0","0","0","0","0","0","0","0"
"575",16,"Dareke Young",SEA,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"576",16,"Armani Rogers",WAS,"0","0","0","0","0","0","0","0","0"
"577",16,"Blaine Gabbert",KC,"-0.9","31.0","0.0","0.0","0.0","0.0","2.0","-1.0","0.0"
"578",16,"Eric Saubert",HOU,"0.2","0.0","0.0","0.2","1.0","0.0","0.0","0.0","0.0"
"579",16,"Jake Browning",CIN,"15.8","226.1","1.1","0.0","0.0","0.0","2.6","11.0","0.3"
"580",16,"Easton Stick",LAC,"13.4","217.0","1.0","0.0","0.0","0.0","3.0","12.0","0.3"
"581",16,"Andrew Beck",HOU,"1.4","0.0","0.0","0.5","3.1","0.0","0.4","0.2","0.1"
"582",16,"Jalen Brooks",DAL,"1.8","0.0","0.0","1.0","12.6","0.0","0.0","0.0","0.0"
"583",16,"Cooper Rush",DAL,"0.4","16.3","0.0","0.0","0.0","0.0","1.7","-0.7","0.0"
"584",16,"Tommy Sweeney",FA,"0","0","0","0","0","0","0","0","0"
"585",16,"KaVontae Turpin",DAL,"4.0","0.0","0.0","0.8","9.5","0.2","0.7","7.8","0.1"
"586",16,"Montrell Washington",KC,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"587",16,"Bryan Edwards",FA,"0","0","0","0","0","0","0","0","0"
"588",16,"Payne Durham",TB,"0.5","0.0","0.0","0.4","3.3","0.0","0.0","0.0","0.0"
"589",16,"Phillip Dorsett II",DEN,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"590",16,"Pharaoh Brown",NE,"2.0","0.0","0.0","0.6","12.7","0.1","0.0","0.0","0.0"
"591",16,"Gunner Olszewski",NYG,"-0.4","0.0","0.0","0.1","0.0","0.0","0.0","0.0","0.0"
"592",16,"Lil'Jordan Humphrey",DEN,"1.9","0.0","0.0","0.8","6.6","0.1","0.0","0.0","0.0"
"593",16,"Dax Milne",WAS,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"594",16,"Charlie Woerner",SF,"0.2","0.0","0.0","0.1","0.9","0.0","0.0","0.0","0.0"
"595",16,"Mitch Trubisky",PIT,"10.7","126.4","0.8","0.0","0.0","0.0","3.2","10.8","0.4"
"596",16,"Drew Lock",SEA,"8.0","135.8","0.8","0.0","0.0","0.0","1.3","3.5","0.0"
"597",16,"Kristian Wilkerson",LV,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"598",16,"Geoff Swaim",ARI,"1.0","0.0","0.0","0.7","6.7","0.0","0.0","0.0","0.0"
"599",16,"Colton Dowell",TEN,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"600",16,"Tim Jones",JAC,"0.6","0.0","0.0","0.5","3.1","0.0","0.0","0.0","0.0"
"601",16,"C.J. Beathard",JAC,"0.7","15.4","0.0","0.0","0.0","0.0","0.8","1.0","0.0"
"602",16,"Miles Boykin",PIT,"0.2","0.0","0.0","0.2","1.2","0.0","0.0","0.0","0.0"
